from_state,to_state,n,transition_rate,transition_rate_pct
Aversion,Aversion,5128,0.6862036665328516,68.62036665328516
Aversion,Neutral,2251,0.30121771711494716,30.121771711494716
Aversion,Appreciation,94,0.012578616352201259,1.257861635220126
Neutral,Aversion,2659,0.24493367722918202,24.4933677229182
Neutral,Neutral,7499,0.6907700810611643,69.07700810611644
Neutral,Appreciation,698,0.06429624170965365,6.429624170965365
Appreciation,Aversion,7,0.0019740552735476595,0.19740552735476596
Appreciation,Neutral,432,0.1218274111675127,12.18274111675127
Appreciation,Appreciation,3107,0.8761985335589396,87.61985335589397
