region,n_managers,ai_authority_share_mean_mean,ai_authority_share_mean_sd,escalation_share_mean_mean,escalation_share_mean_sd,composite_kpi_score_mean_mean,composite_kpi_score_mean_sd,target_attainment_rate_mean,target_attainment_rate_sd,share_aversion_mean,share_aversion_sd,share_neutral_mean,share_neutral_sd,share_appreciation_mean,share_appreciation_sd,persistence_rate_mean,persistence_rate_sd,upward_transition_rate_mean,upward_transition_rate_sd,downward_transition_rate_mean,downward_transition_rate_sd
DE-East,339,0.34077650275591315,0.11057408966915784,0.5446220458120744,0.05085815266089103,0.48399291126054883,0.046189680882309694,0.08441116405718176,0.08784417877553151,0.32936237803494445,0.20359873716928323,0.488881325164511,0.1420683691788098,0.18175629680054461,0.16698931884309418,0.7210619469026547,0.1075330924586155,0.13852507374631268,0.05462249511874667,0.14041297935103245,0.0583283448022434
DE-South,66,0.2996014796303971,0.11887080730267201,0.5648536133855487,0.04931877835893484,0.4642371813256938,0.04878479469691835,0.051864801864801864,0.07312904533038972,0.3886946386946386,0.1881961406109707,0.4848484848484848,0.1318401654130817,0.12645687645687648,0.14083520158735757,0.7078787878787878,0.10778204719233021,0.14484848484848484,0.05558755876971654,0.14727272727272728,0.057500380053471876
DE-West,245,0.32769385924240385,0.10632733414601092,0.5532677196424309,0.04714776198219631,0.47630616281238797,0.04439146339007379,0.06781789638932495,0.07677592276168249,0.34065934065934067,0.2086963726631371,0.4872841444270016,0.14281504444625795,0.17205651491365778,0.16953925424262933,0.7131428571428573,0.11864812282198285,0.14285714285714288,0.055040968348324976,0.144,0.06865451640606625
EU-Other,225,0.34616852203220605,0.12313712037874122,0.5473650971511609,0.05105767941110194,0.4837512988328695,0.04846006966333521,0.08547008547008547,0.0904521349136374,0.3535042735042735,0.20134634772519422,0.4782905982905983,0.1558784796046896,0.1682051282051282,0.1640793109669982,0.7265777777777779,0.11234244699500451,0.13422222222222224,0.05539182221460104,0.1392,0.06257338548798978
