kpi,kpi_label,row_state,column_state,row_mean,column_mean,difference,difference_pct,row_n,column_n,p_value,stars,formatted_difference
composite_kpi_score,Composite KPI Score,Appreciation,Appreciation,0.512082553658167,0.512082553658167,0.0,0.0,3899,3899,,,0
composite_kpi_score,Composite KPI Score,Appreciation,Neutral,0.512082553658167,0.4710040255271003,0.041078528131066716,4.107852813106671,3899,11043,1.3272101635880507e-77,***,4.108%***
composite_kpi_score,Composite KPI Score,Appreciation,Aversion,0.512082553658167,0.4775425906357075,0.03453996302245954,3.453996302245954,3899,7808,8.711063038744594e-50,***,3.454%***
composite_kpi_score,Composite KPI Score,Neutral,Appreciation,0.4710040255271003,0.512082553658167,-0.041078528131066716,-4.107852813106671,11043,3899,1.3272101635880507e-77,***,-4.108%***
composite_kpi_score,Composite KPI Score,Neutral,Neutral,0.4710040255271003,0.4710040255271003,0.0,0.0,11043,11043,,,0
composite_kpi_score,Composite KPI Score,Neutral,Aversion,0.4710040255271003,0.4775425906357075,-0.006538565108607175,-0.6538565108607175,11043,7808,0.00014260155065852736,***,-0.654%***
composite_kpi_score,Composite KPI Score,Aversion,Appreciation,0.4775425906357075,0.512082553658167,-0.03453996302245954,-3.453996302245954,7808,3899,8.711063038744594e-50,***,-3.454%***
composite_kpi_score,Composite KPI Score,Aversion,Neutral,0.4775425906357075,0.4710040255271003,0.006538565108607175,0.6538565108607175,7808,11043,0.00014260155065852736,***,0.654%***
composite_kpi_score,Composite KPI Score,Aversion,Aversion,0.4775425906357075,0.4775425906357075,0.0,0.0,7808,7808,,,0
