manager_id,period_id,most_likely_state,most_likely_label,posterior_state_1,posterior_state_2,posterior_state_3
M0002,11,3,Appreciation,1.384932433230412e-06,1.0918089981299984e-17,0.9999986150675666
M0002,12,1,Transitionary,0.9816970427149512,0.018268321962313608,3.463532273543724e-05
M0002,13,3,Appreciation,0.02982785738659294,6.0048985775519616e-09,0.9701721366085085
M0002,14,2,Aversion,0.1776121049477704,0.8223871052126579,7.898395714774776e-07
M0002,15,1,Transitionary,0.9933091740876676,2.3038255301238357e-06,0.0066885220868024
M0002,16,3,Appreciation,0.009286287382313232,3.5209726216182655e-10,0.9907137122655896
M0002,17,2,Aversion,0.03807989633065471,0.9619201032088629,4.604824841301026e-10
M0002,18,2,Aversion,0.0009744737132112919,0.9990255262114095,7.537914825487702e-11
M0002,19,3,Appreciation,0.003489740441728385,4.090980523632051e-11,0.9965102595173617
M0002,20,2,Aversion,4.817219718635813e-05,0.9999518278028056,7.925538509228018e-15
M0002,21,1,Transitionary,0.9994508365141231,7.291500720606401e-05,0.0004762484786710119
M0002,22,3,Appreciation,0.001539436702293638,8.843899014529026e-12,0.9984605632888627
M0002,23,1,Transitionary,0.9948007943959603,0.005095674633146652,0.00010353097089289415
M0002,24,1,Transitionary,0.9399682148393353,3.7544086766422354e-07,0.06003140971979696
M0002,25,3,Appreciation,6.466421384578027e-07,3.400300308221266e-19,0.9999993533578614
M0002,26,1,Transitionary,0.9953961127468359,0.0045534751628966575,5.041209026752039e-05
M0003,2,1,Transitionary,0.7332223614038401,0.2667722415578526,5.397038307343369e-06
M0003,3,3,Appreciation,0.020637460565412595,8.0720621160398e-10,0.9793625386273812
M0003,4,1,Transitionary,0.9975553995070808,0.0017458100195085042,0.0006987904734106714
M0003,5,3,Appreciation,0.00342218329218688,1.0715273113957692e-11,0.9965778166970979
M0003,6,1,Transitionary,0.9759306451175699,4.885858689953963e-06,0.024064469023740178
M0003,7,1,Transitionary,0.9031970853286759,0.09679607260526202,6.842066062059732e-06
M0003,8,1,Transitionary,0.9948525770937702,9.609713903719078e-07,0.005146461934839486
M0003,9,1,Transitionary,0.8946125801720194,0.10531618924466311,7.12305833175307e-05
M0003,10,3,Appreciation,0.0029380622076441887,2.1852414981711433e-11,0.9970619377705033
M0003,11,1,Transitionary,0.9960811381469973,0.00378064908985302,0.0001382127631497605
M0003,12,1,Transitionary,0.6659372297641606,1.2264331449593793e-06,0.3340615438026945
M0003,13,1,Transitionary,0.7476362797751469,2.56126342550822e-06,0.2523611589614276
M0003,14,1,Transitionary,0.9557971233556827,0.044010044923876404,0.00019283172044093285
M0003,15,3,Appreciation,0.08956368717441891,1.1124688028017095e-07,0.9104362015787009
M0003,16,1,Transitionary,0.9216728308126547,2.022202709206787e-05,0.0783069471602532
M0003,17,1,Transitionary,0.8248856872163055,0.17511105330373197,3.2594799625741497e-06
M0003,18,3,Appreciation,0.0002786563069865772,3.256950230839265e-13,0.9997213436926877
M0003,19,1,Transitionary,0.9955714724967488,0.001431674550124062,0.0029968529531271336
M0003,20,2,Aversion,0.008345591789070132,0.9916544073554189,8.555109773443259e-10
M0003,21,1,Transitionary,0.995785105066355,0.0042090216812672564,5.873252377771888e-06
M0003,22,3,Appreciation,0.10492017457796643,4.00036033338692e-07,0.8950794253860003
M0003,23,1,Transitionary,0.9964380073662562,0.0014921659376106254,0.002069826696133128
M0003,24,1,Transitionary,0.9733876968170352,0.026534382568877968,7.792061408683618e-05
M0003,25,2,Aversion,0.07190077140145261,0.9280990764801543,1.521183930533651e-07
M0003,26,1,Transitionary,0.7585167916567711,2.689596418054717e-05,0.24145631237904838
M0004,2,1,Transitionary,0.881172023687891,9.758135038238734e-05,0.11873039496172692
M0004,3,1,Transitionary,0.6328750692041935,0.3671202628148684,4.6679809382772315e-06
M0004,4,3,Appreciation,0.27695172128340256,7.914157486361912e-07,0.7230474873008486
M0004,5,1,Transitionary,0.7714390572789329,1.1585193246067845e-05,0.22854935752782082
M0004,6,1,Transitionary,0.9929662781696522,0.006556280083644297,0.00047744174670310473
M0004,7,1,Transitionary,0.7750099818019714,0.2249744317469352,1.558645109365748e-05
M0004,8,1,Transitionary,0.9619070859870803,0.037870222943419754,0.00022269106950010021
M0004,9,1,Transitionary,0.9934906412283052,0.0017749901052232723,0.0047343686664713105
M0004,10,3,Appreciation,0.45105409628354753,8.371184154696544e-06,0.5489375325322977
M0004,11,2,Aversion,0.0008645630452026686,0.9991354369477521,7.044946633716181e-12
M0004,12,2,Aversion,0.00931615724493693,0.9906838398543906,2.900672931077111e-09
M0004,13,1,Transitionary,0.6118864330191354,0.38810480095717725,8.766023687417213e-06
M0004,14,2,Aversion,2.3405849738567217e-05,0.9999765941502589,2.738078568444495e-15
M0004,15,2,Aversion,0.35513236629220185,0.6448625216146707,5.112093127112896e-06
M0004,16,2,Aversion,0.0022608086598721526,0.9977391912351761,1.0495170373138225e-10
M0004,17,1,Transitionary,0.9594342673679324,0.00013889020162192583,0.04042684243044549
M0004,18,1,Transitionary,0.941493891582329,0.05850572213947836,3.8627819268125854e-07
M0004,19,3,Appreciation,0.0012769534410996897,1.2613239441128194e-11,0.9987230465462873
M0004,20,2,Aversion,1.9254528427697625e-05,0.9999807454715723,1.8335102779442912e-16
M0004,21,1,Transitionary,0.9999801137526905,1.47579888915946e-05,5.128258418384299e-06
M0004,22,2,Aversion,0.020161264729858276,0.9798387307404807,4.529660624999453e-09
M0004,23,1,Transitionary,0.9994379144980571,0.0003743910277318863,0.0001876944742113626
M0004,24,1,Transitionary,0.9878664645732846,0.0003642523563643621,0.01176928307035109
M0004,25,1,Transitionary,0.9908933607594721,0.008772974954970845,0.0003336642855567203
M0004,26,2,Aversion,0.00032639871435520237,0.9996736012836336,2.0112134261681295e-12
M0005,2,1,Transitionary,0.9956902092632061,0.003992921903621297,0.0003168688331727517
M0005,3,1,Transitionary,0.9939641945497427,0.002091964683463216,0.0039438407667939665
M0005,4,2,Aversion,0.16811627497603768,0.8318835906112199,1.3441274244069263e-07
M0005,5,1,Transitionary,0.9384695800803193,3.4640842561201425e-05,0.06149577907711956
M0005,6,2,Aversion,0.10086182384308688,0.8991381686555072,7.501405579029546e-09
M0005,7,1,Transitionary,0.9858782388503232,0.013952084011259571,0.0001696771384171669
M0005,8,2,Aversion,0.007852112956987498,0.9921478869722494,7.0762971763849e-11
M0005,9,2,Aversion,0.01213040706354649,0.9878695915039052,1.4325481144966312e-09
M0005,10,1,Transitionary,0.975694287327505,0.024175872264534083,0.00012984040796135712
M0005,11,2,Aversion,0.0025570362631924795,0.9974429637003372,3.646989070430028e-11
M0005,12,1,Transitionary,0.8650986162432935,7.866801250622053e-05,0.13482271574419993
M0005,13,2,Aversion,4.262137604884661e-09,0.9999999957378627,5.746115312425926e-22
M0005,14,3,Appreciation,0.2017164481464389,4.403785487536758e-06,0.798279148068074
M0005,15,1,Transitionary,0.9870697182342546,0.001052522004527212,0.011877759761218472
M0005,16,2,Aversion,9.452907033212719e-07,0.9999990547092965,1.4851304672500511e-16
M0005,17,2,Aversion,0.00030639819448589456,0.9996936018045058,1.0079321499935364e-12
M0005,18,1,Transitionary,0.9803971300776105,0.019210347656098255,0.0003925222662911985
M0005,19,1,Transitionary,0.6728271476718841,4.685999394002513e-06,0.3271681663287216
M0005,20,1,Transitionary,0.9410472533513177,0.058930253497521706,2.2493151160345864e-05
M0005,21,2,Aversion,0.05306462225247661,0.9469353764063407,1.3411829070185034e-09
M0005,22,1,Transitionary,0.9959405639345374,0.0005247650529423695,0.0035346710125201634
M0005,23,1,Transitionary,0.9976773672246573,0.00219230529516637,0.00013032748017620174
M0005,24,1,Transitionary,0.8604194519091295,2.1483527471033818e-07,0.13958033325559585
M0005,25,3,Appreciation,0.11977825816458637,6.135009083568032e-08,0.8802216804853231
M0005,26,1,Transitionary,0.9922153066319235,0.007710289151536445,7.440421654015255e-05
M0006,2,2,Aversion,2.3734552865087018e-05,0.9999762654471329,1.6776099986740838e-15
M0006,3,1,Transitionary,0.990123284785526,4.432850611352565e-06,0.009872282363862287
M0006,4,2,Aversion,8.852619439941746e-05,0.9999114738055855,1.505519200526107e-14
M0006,5,2,Aversion,0.005794869431444036,0.994205125406099,5.162457098233708e-09
M0006,6,1,Transitionary,0.9888709133725645,0.011128833705005729,2.529224295681449e-07
M0006,7,3,Appreciation,0.04264831848437463,1.5933225532087682e-10,0.9573516813562936
M0006,8,1,Transitionary,0.8696304318425704,0.13033174480822202,3.7823349207389595e-05
M0006,9,2,Aversion,1.887790578228293e-05,0.9999811220942147,2.5425050312375773e-15
M0006,10,1,Transitionary,0.989050763096642,0.010948907506677904,3.293966797815508e-07
M0006,11,1,Transitionary,0.9971788882628019,0.0004002546878250938,0.0024208570493733576
M0006,12,2,Aversion,0.003187618553722196,0.9968123810930022,3.532757296722461e-10
M0006,13,2,Aversion,0.1698792305595522,0.8301207074975272,6.194292061154805e-08
M0006,14,2,Aversion,0.4011980544733606,0.5987966893863149,5.256140324945027e-06
M0006,15,2,Aversion,2.1089612170141446e-05,0.9999789103878187,1.110360937871559e-14
M0006,16,1,Transitionary,0.6487678203378358,0.35122252249103014,9.657171133679431e-06
M0006,17,1,Transitionary,0.6225799930130738,1.9212509733294074e-06,0.3774180857359529
M0006,18,2,Aversion,0.029717930187671396,0.9702820688474975,9.648313953073484e-10
M0006,19,2,Aversion,0.07462429996060621,0.9253756641900621,3.584933136879827e-08
M0006,20,1,Transitionary,0.8141045926371078,4.828153941055141e-05,0.18584712582348187
M0006,21,2,Aversion,0.0026028093822860593,0.9973971905536392,6.407466988297947e-11
M0006,22,1,Transitionary,0.966830915278772,0.03209533499872174,0.001073749722506049
M0006,23,2,Aversion,0.2252688062313531,0.7747310677571617,1.2601148493679958e-07
M0006,24,1,Transitionary,0.9113858767972896,2.157038445194906e-05,0.08859255281825835
M0006,25,3,Appreciation,9.63081094037113e-07,6.290599034779704e-18,0.9999990369189061
M0006,26,2,Aversion,0.10897276575529598,0.891027231155693,3.0890112870315296e-09
M0007,2,3,Appreciation,0.014660571621422364,2.5913326945331473e-10,0.9853394281194444
M0007,3,2,Aversion,0.23409800128972108,0.7659017905626548,2.081476235827742e-07
M0007,4,3,Appreciation,0.019882878682188573,2.9747305756582607e-09,0.9801171183430807
M0007,5,3,Appreciation,1.295070075705579e-05,8.328267918474434e-16,0.9999870492992421
M0007,6,3,Appreciation,0.0019810974177561884,6.832958115094468e-11,0.9980189025139146
M0007,7,1,Transitionary,0.9802849313713287,2.742003827069808e-07,0.019714794428288707
M0007,8,1,Transitionary,0.9967545226717176,0.0004895949501849988,0.0027558823780972313
M0007,9,3,Appreciation,1.2915297764828196e-05,4.799367219875238e-17,0.9999870847022351
M0007,10,1,Transitionary,0.9452599334473294,7.739133311049977e-05,0.05466267521956035
M0007,11,1,Transitionary,0.9859128474182955,0.013801165550145478,0.0002859870315592391
M0007,12,1,Transitionary,0.981444847815455,0.0001428743661705802,0.018412277818374765
M0007,13,1,Transitionary,0.9920604228286599,0.00780459770948096,0.0001349794618588801
M0007,14,3,Appreciation,0.0172757845572116,4.828255639414643e-10,0.9827242149599631
M0007,15,1,Transitionary,0.9957156397742651,0.00036133729168327924,0.003923022934051567
M0007,16,1,Transitionary,0.9828277013203667,0.017166183125795095,6.115553838488897e-06
M0007,17,3,Appreciation,0.36312842620106445,2.560647412525414e-07,0.6368713177341939
M0007,18,3,Appreciation,3.528161854836731e-05,4.888188651599512e-16,0.999964718381451
M0007,19,1,Transitionary,0.9986577820877067,0.0012489983035480225,9.321960874511099e-05
M0007,20,1,Transitionary,0.9904541076524017,0.009512904931190924,3.298741640749506e-05
M0007,21,3,Appreciation,0.004072811056597731,8.801817334564871e-12,0.9959271889346003
M0007,22,1,Transitionary,0.998384338256593,0.0014679270031224163,0.00014773474028496007
M0007,23,2,Aversion,1.3463968101359956e-05,0.9999865360318984,4.733323088184126e-16
M0007,24,1,Transitionary,0.9151033166315761,0.08480531529856927,9.13680698547758e-05
M0007,25,2,Aversion,0.02205046624219814,0.9779495334887232,2.690788866537945e-10
M0007,26,2,Aversion,0.3450336934097525,0.6549659997885239,3.068017240247268e-07
M0008,2,1,Transitionary,0.9970400013569455,0.0023582860894467276,0.000601712553607996
M0008,3,3,Appreciation,7.924876523662509e-07,9.815770013740082e-19,0.9999992075123472
M0008,4,1,Transitionary,0.9984083655940756,0.0004743555592963383,0.0011172788466275768
M0008,5,1,Transitionary,0.6630456295905166,1.698644779665779e-06,0.33695267176470384
M0008,6,2,Aversion,0.4315299181804416,0.5684699110833156,1.707362432648946e-07
M0008,7,2,Aversion,0.4525706027296887,0.5474290061871918,3.9108311998914243e-07
M0008,8,2,Aversion,0.11859228199352284,0.8814077179505783,5.5899587394270007e-11
M0008,9,1,Transitionary,0.9973729868555842,0.001872885402518494,0.0007541277418981452
M0008,10,1,Transitionary,0.9968733566958975,8.455115727322652e-06,0.0031181881883753566
M0008,11,1,Transitionary,0.9501957634746269,0.04979350405803036,1.0732467343096026e-05
M0008,12,1,Transitionary,0.9503758702579592,1.9267651213492084e-05,0.04960486209082813
M0008,13,1,Transitionary,0.5269374525498247,0.473061773913227,7.73536948636012e-07
M0008,14,2,Aversion,0.4497988321310132,0.5502002070505618,9.608184245307785e-07
M0008,15,2,Aversion,0.000994070414808394,0.9990059295824157,2.7759494260558397e-12
M0008,16,1,Transitionary,0.9561149846217315,0.04359153761984941,0.00029347775841883294
M0008,17,2,Aversion,0.03191150729126566,0.9680884832943986,9.414335297365273e-09
M0008,18,2,Aversion,5.519084420618893e-06,0.9999944809155764,2.190632074900236e-15
M0008,19,1,Transitionary,0.9448281041544054,0.055107314846187076,6.458099940765998e-05
M0008,20,3,Appreciation,0.0016857963326908942,4.460807886175257e-12,0.9983142036628492
M0008,21,1,Transitionary,0.5196319959613067,0.48036759689657044,4.071421220966045e-07
M0008,22,2,Aversion,7.78475101312644e-08,0.9999999221524897,1.2052483985244366e-20
M0008,23,2,Aversion,0.0010428825698917431,0.9989571174294353,6.728676746978746e-13
M0008,24,1,Transitionary,0.9767231414483573,3.1444269164016466e-05,0.023245414282479653
M0008,25,2,Aversion,3.599570167013681e-05,0.9999640042983294,2.3306632211453207e-16
M0008,26,2,Aversion,0.11515686137097603,0.8848431385134347,1.1558896069668751e-10
M0009,2,1,Transitionary,0.9710628747306459,0.00014330751645242124,0.028793817752900994
M0009,3,3,Appreciation,0.0646292678992665,1.584215358723076e-08,0.9353707162585803
M0009,4,2,Aversion,0.0024997948325065993,0.9975002051349913,3.250131451237279e-11
M0009,5,1,Transitionary,0.9675560093720541,0.030847736446329578,0.0015962541816168482
M0009,6,3,Appreciation,0.02028575752954176,4.879642150655708e-10,0.9797142419824932
M0009,7,2,Aversion,0.06652394268947563,0.9334760469706357,1.0339889222775938e-08
M0009,8,3,Appreciation,0.3364200726332221,3.8162646551759833e-07,0.6635795457403124
M0009,9,1,Transitionary,0.952368843221688,0.04758831844841269,4.283832989945291e-05
M0009,10,1,Transitionary,0.9919489615835778,0.007795201142077444,0.0002558372743442986
M0009,11,1,Transitionary,0.8004846490301961,0.1995128208166836,2.5301531200885646e-06
M0009,12,1,Transitionary,0.9880012439075684,3.274291328445841e-05,0.011966013179146943
M0009,13,2,Aversion,0.00011067926952996283,0.9998893207304692,5.63390010672194e-17
M0009,14,3,Appreciation,0.00013864940355641693,2.45206750804379e-13,0.9998613505961979
M0009,15,2,Aversion,0.3910401641875906,0.6089593351722664,5.00640143546586e-07
M0009,16,1,Transitionary,0.990500576340284,0.009401348709164571,9.807495055096621e-05
M0009,17,2,Aversion,0.0006604967675611172,0.9993395032306168,1.822109372278161e-12
M0009,18,1,Transitionary,0.9467876581126776,0.053167331295790314,4.501059153171369e-05
M0009,19,2,Aversion,0.0002831075975100735,0.999716892402085,4.044850358017803e-13
M0009,20,1,Transitionary,0.9553713200250864,6.5887841467375e-05,0.04456279213344572
M0009,21,1,Transitionary,0.9933019689196594,0.004569985622739954,0.002128045457599973
M0009,22,2,Aversion,4.6998315006963534e-05,0.9999530016849205,7.259551566610748e-14
M0009,23,2,Aversion,0.00015797885795512437,0.9998420211419725,7.179951325882846e-14
M0009,24,1,Transitionary,0.999533467964323,0.00043604273487597115,3.0489300800459176e-05
M0009,25,1,Transitionary,0.9887083056882668,0.011087959470671847,0.00020373484106063746
M0009,26,3,Appreciation,0.004802716758491266,1.0212146593628226e-11,0.9951972832312972
M0010,2,3,Appreciation,7.154299220139628e-05,4.1522143711585147e-14,0.9999284570077571
M0010,3,3,Appreciation,0.00037206161138638805,1.0737158073072042e-13,0.9996279383885062
M0010,4,2,Aversion,0.0008783001434359738,0.9991216998549538,1.6102664985731267e-12
M0010,5,3,Appreciation,0.0072476877478499235,2.000094954216588e-10,0.9927523120521405
M0010,6,3,Appreciation,0.1931551312713418,1.4588679030303924e-07,0.8068447228418679
M0010,7,2,Aversion,0.28737257129337157,0.7126272628756088,1.6583101959082521e-07
M0010,8,1,Transitionary,0.9723642486875633,5.556433839765904e-05,0.02758018697403905
M0010,9,3,Appreciation,0.0016307838784865047,2.592008241409481e-13,0.9983692161212543
M0010,10,2,Aversion,0.0008559137791567559,0.9991440862208419,1.3001415719674086e-15
M0010,11,3,Appreciation,1.270486104497956e-09,1.3863154763728153e-24,0.9999999987295138
M0010,12,2,Aversion,0.3968093373173514,0.6031902441285253,4.185541233388293e-07
M0010,13,1,Transitionary,0.8521780114687353,1.2453905500762487e-05,0.14780953462576402
M0010,14,2,Aversion,0.003232213301402387,0.9967677866521423,4.645531727271769e-11
M0010,15,2,Aversion,0.010160713653470686,0.989839286155802,1.9072739752386523e-10
M0010,16,1,Transitionary,0.9909067979069958,0.0002182926693457951,0.008874909423658487
M0010,17,1,Transitionary,0.9823563112370807,0.01523836117414988,0.0024053275887694777
M0010,18,1,Transitionary,0.7488062507769535,1.9059272400202843e-05,0.25117468995064623
M0010,19,2,Aversion,0.16481711923647555,0.8351828192608897,6.150263479017744e-08
M0010,20,3,Appreciation,0.36706397584288786,2.1758297476553807e-06,0.6329338483273645
M0010,21,1,Transitionary,0.9983936877222643,0.00022467063200820527,0.0013816416457274252
M0010,22,1,Transitionary,0.9954603938842311,0.004451020887874575,8.85852278943451e-05
M0010,23,1,Transitionary,0.9981013217146574,1.2027017838959695e-05,0.0018866512675036412
M0010,24,1,Transitionary,0.9988043513710126,0.0008452209714893405,0.0003504276574979573
M0010,25,3,Appreciation,0.008662131815665523,7.6473673343062e-12,0.9913378681766871
M0010,26,3,Appreciation,2.4138870836564682e-05,1.4140733497513617e-18,0.9999758611291635
M0011,2,1,Transitionary,0.9740600236037684,0.02580901020932886,0.00013096618690272262
M0011,3,3,Appreciation,0.009883521133429935,1.1049275150338334e-09,0.9901164777616425
M0011,4,1,Transitionary,0.9998718057727128,0.00010570128172492863,2.2492945562430357e-05
M0011,5,1,Transitionary,0.9946922214951516,0.004354207003273865,0.0009535715015746316
M0011,6,1,Transitionary,0.9821486145667396,5.4572570656355644e-05,0.017796812862603845
M0011,7,1,Transitionary,0.9724934727390454,0.027405901783551297,0.00010062547740344744
M0011,8,2,Aversion,0.3520231138159432,0.6479752095808379,1.6766032186885291e-06
M0011,9,1,Transitionary,0.5832601440808725,0.41672382215424286,1.603376488451039e-05
M0011,10,1,Transitionary,0.9875872595386369,0.0006119193756888156,0.01180082108567417
M0011,11,1,Transitionary,0.6669780162810889,9.14249262201625e-06,0.3330128412262891
M0011,12,3,Appreciation,0.028407730052769954,4.4143845865262474e-08,0.9715922258033843
M0011,13,3,Appreciation,0.07741094649308526,2.1669451337351122e-08,0.9225890318374633
M0011,14,2,Aversion,0.07775509848917157,0.9222448510962267,5.0414601843387245e-08
M0011,15,3,Appreciation,0.0006283660524563379,2.408999640116562e-11,0.9993716339234539
M0011,16,2,Aversion,7.83135397201057e-05,0.9999216864602734,6.547032623080233e-15
M0011,17,1,Transitionary,0.9782686495251615,0.0003897327924132073,0.021341617682425425
M0011,18,1,Transitionary,0.7306513466201954,0.26933839891951916,1.0254460285437793e-05
M0011,19,1,Transitionary,0.9896209653582968,0.009651840239893695,0.0007271944018095994
M0011,20,1,Transitionary,0.8270288667187317,0.17289482245064303,7.631083062543003e-05
M0011,21,1,Transitionary,0.9778046816473728,0.0003886136189982892,0.021806704733628918
M0011,22,1,Transitionary,0.6302005322490095,1.4154862930000234e-05,0.3697853128880606
M0011,23,1,Transitionary,0.9912867143823266,0.008711203518766102,2.0820989070619388e-06
M0011,24,1,Transitionary,0.8326342190015558,0.1673551654733892,1.0615525054960584e-05
M0011,25,3,Appreciation,0.0042131343884867145,6.239169536437696e-11,0.9957868655491217
M0011,26,1,Transitionary,0.966664232152722,0.031708076034489774,0.0016276918127881175
M0012,2,3,Appreciation,0.0024472917492881054,3.642939788423336e-11,0.9975527082142827
M0012,3,1,Transitionary,0.6837706445461009,0.3162269315162359,2.4239376622456474e-06
M0012,4,1,Transitionary,0.9920400042955304,0.006153761067492285,0.0018062346369767729
M0012,5,2,Aversion,0.13865860592701648,0.8613411168120806,2.772609019716445e-07
M0012,6,2,Aversion,0.008186831030633494,0.9918131672758347,1.6935313775301921e-09
M0012,7,3,Appreciation,0.017883688737564366,1.4486685418063962e-09,0.9821163098137674
M0012,8,1,Transitionary,0.5852347038014766,0.41475928892693903,6.007271585834781e-06
M0012,9,1,Transitionary,0.7490148810456096,1.9429842373348492e-06,0.2509831759701519
M0012,10,3,Appreciation,1.915910625816207e-13,6.085975296873272e-36,0.9999999999998082
M0012,11,1,Transitionary,0.9779325465116656,0.00016598330881011273,0.021901470179525772
M0012,12,1,Transitionary,0.9266499951817743,0.07333825276897125,1.1752049254788403e-05
M0012,13,1,Transitionary,0.9975026822385812,0.002337687724950796,0.0001596300364672879
M0012,14,1,Transitionary,0.9416993285009794,8.184124377005811e-05,0.05821883025525153
M0012,15,2,Aversion,0.05668721744767277,0.9433127825243955,2.793212570906648e-11
M0012,16,2,Aversion,0.08804147022537344,0.9119585239966054,5.77802196141488e-09
M0012,17,3,Appreciation,0.0006959642831307669,7.463093876414594e-12,0.9993040357094064
M0012,18,2,Aversion,0.3806880346324765,0.6193102624111153,1.7029564093948266e-06
M0012,19,2,Aversion,0.034429637377599034,0.9655703621825604,4.398403100028475e-10
M0012,20,3,Appreciation,6.622067235547404e-05,4.9752924626751486e-18,0.9999337793276449
M0012,21,1,Transitionary,0.7776726236208871,0.22232737576825334,6.108577941914337e-10
M0012,22,2,Aversion,0.0006110141613901646,0.9993889858380924,5.170421350134797e-13
M0012,23,1,Transitionary,0.9402873187020544,0.0597003863231794,1.2294974765451977e-05
M0012,24,2,Aversion,0.01949749673951654,0.9805025030029764,2.5750562617621606e-10
M0012,25,2,Aversion,6.291344943776374e-06,0.9999937086550565,4.3191591154895605e-19
M0012,26,1,Transitionary,0.8575068168751129,0.1424926976156968,4.855091889410343e-07
M0013,2,1,Transitionary,0.994392302932851,0.0053351519260879336,0.00027254514106124695
M0013,3,1,Transitionary,0.8893472389285388,1.746369099310594e-05,0.1106352973804678
M0013,4,1,Transitionary,0.958726065152859,0.00011427936560769612,0.0411596554815335
M0013,5,3,Appreciation,0.002402630063860884,7.207597536594453e-11,0.9975973698640633
M0013,6,1,Transitionary,0.9901072281395793,0.00011824310850212474,0.009774528751918607
M0013,7,1,Transitionary,0.9931141181262896,0.004013174055634378,0.002872707818075876
M0013,8,1,Transitionary,0.8510533247480885,2.9490232472050227e-05,0.14891718501943943
M0013,9,2,Aversion,0.018519054178929847,0.9814809440865928,1.7344778092024911e-09
M0013,10,3,Appreciation,3.638094367604926e-07,9.971920746977105e-17,0.9999996361905628
M0013,11,2,Aversion,0.0002910541944367802,0.9997089458051411,4.2241604086522475e-13
M0013,12,3,Appreciation,1.1472850377279378e-06,1.7365722910221835e-17,0.9999988527149624
M0013,13,1,Transitionary,0.6851039959982719,1.6905510237310649e-06,0.31489431345070484
M0013,14,2,Aversion,0.20030681338738898,0.7996928063133509,3.802992600279917e-07
M0013,15,1,Transitionary,0.9242188376956229,0.07567138944197987,0.00010977286239685807
M0013,16,1,Transitionary,0.8878795885957252,0.11210191953233793,1.8491871936712993e-05
M0013,17,1,Transitionary,0.7931917969230022,9.286648021846331e-06,0.20679891642897572
M0013,18,1,Transitionary,0.810480643059128,0.1895016524032122,1.7704537660046014e-05
M0013,19,1,Transitionary,0.5845791785627502,0.4154093041238263,1.1517313423873149e-05
M0013,20,1,Transitionary,0.9590224647783971,0.04072149862874937,0.000256036592853616
M0013,21,3,Appreciation,0.35997089266763654,1.9829329318517656e-07,0.6400289090390701
M0013,22,2,Aversion,0.22842279287500095,0.7715762676403009,9.394846986384825e-07
M0013,23,1,Transitionary,0.9337088961678158,0.06629097965920921,1.2417297455916647e-07
