spec,J,P,transition_cols,LL,AIC,BIC,k_params,n_obs,soft_converged,scipy_success,strict_converged,screen_converged,continuation_round,iterations,occupancy_min,certainty_mean,runtime_min,source,message
single_period,2,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-38267.5483615782,76651.0967231564,77116.9713077704,58,22750,True,True,True,False,1,186,0.4362432575291751,0.8282794324136254,4.956323699156443,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
single_period,3,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-32451.6395681273,65101.2791362546,65896.47885826812,99,22750,True,True,True,False,1,423,0.20387512512996944,0.8763461243341248,29.867658563454945,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
single_period,4,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-31710.750073817067,63717.500147634135,64906.28357044224,148,22750,True,True,True,False,2,516,0.09308544684895484,0.8525097907955705,57.361666945616406,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
three_period,2,3,"team_prev3_avg_vs_team_t, team_vs_peer_average_3period, target_attainment_3period",-38273.467557983495,76662.93511596699,77128.80970058098,58,22750,True,True,True,False,1,177,0.4334442282182119,0.8282218805940993,4.220002349217733,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
three_period,3,3,"team_prev3_avg_vs_team_t, team_vs_peer_average_3period, target_attainment_3period",-32471.610345129542,65141.220690259084,65936.42041227261,99,22750,True,True,True,False,1,341,0.20376293351495178,0.8758265679511216,19.97156068881353,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
three_period,4,3,"team_prev3_avg_vs_team_t, team_vs_peer_average_3period, target_attainment_3period",-31891.708782893285,64079.41756578657,65268.200988594675,148,22750,True,True,True,True,0,309,0.17752875169700114,0.8031167921031748,0.0,existing_final_artifact,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
