spec,J,P,transition_cols,LL,AIC,BIC,k_params,n_obs,soft_converged,scipy_success,strict_converged,screen_converged,continuation_round,iterations,occupancy_min,certainty_mean,runtime_min,source,message,model_order,dataset_path,data_signature,first_order_LL,higher_order_LL,delta_LL_higher_minus_first,first_order_AIC,higher_order_AIC,delta_AIC_higher_minus_first,first_order_BIC,higher_order_BIC,delta_BIC_higher_minus_first,first_order_k_params,higher_order_k_params,first_order_strict_converged,higher_order_strict_converged,bic_prefers,aic_prefers
single_period,2,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-14329.21851446268,28774.43702892536,29240.311613539347,58,22750,True,True,True,False,1.0,401,0.3375966491416452,0.9616983575400592,9.09930953582128,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,,,-14329.21851446268,-14377.171776983463,-47.95326252078303,28774.43702892536,28910.343553966926,135.90652504156606,29240.311613539347,29536.864547068497,296.5529335291503,58,78,True,False,first_order,first_order
single_period,2,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-14377.171776983463,28910.343553966926,29536.864547068497,78,22750,,False,False,,,25,0.3346481461991036,0.9610032796648978,10.233952395121255,second_order_full_data,EM iteration limit reached,2,C:\Users\Admin\OneDrive\Desktop\Algorithm-Appreciation-and-Aversion-in-Triadic-Delegation-Settings\Datasets\Triadic_Delegation_Analysis_Dataset_v3_state_trend_calibrated.xlsx,C:\Users\Admin\OneDrive\Desktop\Algorithm-Appreciation-and-Aversion-in-Triadic-Delegation-Settings\Datasets\Triadic_Delegation_Analysis_Dataset_v3_state_trend_calibrated.xlsx::74101641::1778704108846090500,-14329.21851446268,-14377.171776983463,-47.95326252078303,28774.43702892536,28910.343553966926,135.90652504156606,29240.311613539347,29536.864547068497,296.5529335291503,58,78,True,False,first_order,first_order
single_period,3,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-9339.888180393811,18877.776360787622,19672.97608280116,99,22750,True,True,True,False,4.0,21,0.1711391884608372,0.9439031065793256,1.2610080003738404,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,,,-9339.888180393811,-9221.63960685431,118.24857353950028,18877.776360787622,18803.27921370862,-74.49714707900057,19672.97608280116,20249.09689009686,576.1208072956979,99,180,True,False,first_order,higher_order
single_period,3,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-9221.63960685431,18803.27921370862,20249.09689009686,180,22750,,False,False,,,15,0.1886738721694348,0.9393952292557972,6.5394624670346575,second_order_full_data,EM iteration limit reached,2,C:\Users\Admin\OneDrive\Desktop\Algorithm-Appreciation-and-Aversion-in-Triadic-Delegation-Settings\Datasets\Triadic_Delegation_Analysis_Dataset_v3_state_trend_calibrated.xlsx,C:\Users\Admin\OneDrive\Desktop\Algorithm-Appreciation-and-Aversion-in-Triadic-Delegation-Settings\Datasets\Triadic_Delegation_Analysis_Dataset_v3_state_trend_calibrated.xlsx::74101641::1778704108846090500,-9339.888180393811,-9221.63960685431,118.24857353950028,18877.776360787622,18803.27921370862,-74.49714707900057,19672.97608280116,20249.09689009686,576.1208072956979,99,180,True,False,first_order,higher_order
single_period,4,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-19956.129033737743,40208.258067475486,41397.04149028359,148,22750,True,True,True,False,3.0,30,0.2065643618538939,0.8659964252880524,5.65946741104126,full_data_continuation,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1,,,-19956.129033737743,-7330.609061318001,12625.519972419741,40208.258067475486,15373.218122636004,-24835.039944839482,41397.04149028359,18232.72419371496,-23164.31729656863,148,356,True,False,higher_order,higher_order
single_period,4,3,"team_t_minus_1_vs_team_t, team_vs_peer_average, target_attainment",-7330.609061318001,15373.218122636004,18232.72419371496,356,22750,,False,False,,,12,0.130810542498269,0.90255976708106,6.277577590942383,second_order_full_data,EM iteration limit reached,2,C:\Users\Admin\OneDrive\Desktop\Algorithm-Appreciation-and-Aversion-in-Triadic-Delegation-Settings\Datasets\Triadic_Delegation_Analysis_Dataset_v3_state_trend_calibrated.xlsx,C:\Users\Admin\OneDrive\Desktop\Algorithm-Appreciation-and-Aversion-in-Triadic-Delegation-Settings\Datasets\Triadic_Delegation_Analysis_Dataset_v3_state_trend_calibrated.xlsx::74101641::1778704108846090500,-19956.129033737743,-7330.609061318001,12625.519972419741,40208.258067475486,15373.218122636004,-24835.039944839482,41397.04149028359,18232.72419371496,-23164.31729656863,148,356,True,False,higher_order,higher_order
